Sending,Receiving,Type,Number,IndexSending,IndexReceiving
PVT,RMFR,S,1,266,128
ADEL,RMGL,S,1,170,179
AIAL,RMGL,S,1,109,179
CEPDL,RMGL,S,1,59,179
SAADR,RMGL,S,1,104,179
URXL,RMGL,S,2,66,179
AIMR,RMGR,S,1,156,180
CEPDR,RMGR,S,1,75,180
SAADL,RMGR,S,1,103,180
URXR,RMGR,S,1,82,180
CEPDL,RMHR,S,1,59,129
RIVR,SAADL,S,2,125,103
SMBVL,SAADL,S,3,146,103
VB01,SAADL,S,7,175,103
AVKL,SAADR,S,1,163,104
RIML,SAADR,S,1,123,104
RIVL,SAADR,S,3,100,104
SMBVR,SAADR,S,4,147,104
VB01,SAADR,S,2,175,104
RIMR,SAAVL,S,1,144,64
SMBDR,SAAVL,S,3,153,64
ADER,SAAVR,S,1,171,80
RIML,SAAVR,S,2,123,80
SMBDL,SAAVR,S,1,132,80
AVDL,SABD,S,1,140,182
AVL,SABD,S,1,142,182
HSNR,SABD,S,1,230,182
VB01,SABD,S,1,175,182
AVAR,SABVL,S,1,73,166
CEPDR,SIADL,S,1,75,130
CEPDL,SIADR,S,1,59,145
CEPVL,SIAVL,S,1,52,151
AIZL,SMBDL,S,1,148,132
AVKR,SMBDL,S,1,158,132
AIML,SMBVL,S,1,155,146
PLNL,SMBVL,S,1,298,146
RMGL,SMBVL,S,1,179,146
PLNR,SMBVR,S,2,288,147
AIBR,SMDDL,S,1,110,108
OLLL,SMDDL,S,2,28,108
RIAL,SMDDL,S,3,76,108
RIAR,SMDDL,S,2,77,108
URYDR,SMDDL,S,3,40,108
OLLL,SMDDR,S,3,28,133
OLLR,SMDDR,S,1,35,133
RIAL,SMDDR,S,3,76,133
RIAR,SMDDR,S,1,77,133
RIML,SMDDR,S,1,123,133
RMEV,SMDDR,S,1,63,133
URYDL,SMDDR,S,1,30,133
ADAR,SMDVL,S,2,169,65
ALNR,SMDVL,S,1,282,65
OLLR,SMDVL,S,4,35,65
RIAL,SMDVL,S,1,76,65
RIAR,SMDVL,S,2,77,65
ADAL,SMDVR,S,2,168,81
OLLL,SMDVR,S,4,28,81
OLLR,SMDVR,S,3,35,81
RIAL,SMDVR,S,1,76,81
RIAR,SMDVR,S,1,77,81
URYVL,SMDVR,S,1,41,81
IL2DL,URADL,S,1,21,29
VC05,URBL,S,3,232,39
IL2R,URBR,S,1,33,49
URBL,URXL,S,2,39,66
ADFR,URXR,S,1,83,82
AUAR,URXR,S,1,139,82
RIR,URXR,S,1,124,82
URBR,URXR,S,2,49,82
VB01,VA01,S,3,175,183
VD01,VA01,S,2,188,183
AVAL,VA02,S,1,72,190
AVAR,VA02,S,2,73,190
AVBL,VA02,S,1,115,190
AVDR,VA02,S,1,141,190
SABD,VA02,S,1,182,190
VB02,VA02,S,1,160,190
VD02,VA02,S,6,189,190
AVAL,VA03,S,2,72,197
AVAR,VA03,S,5,73,197
AVDR,VA03,S,2,141,197
AVEL,VA03,S,1,74,197
AVER,VA03,S,2,92,197
VA02,VA03,S,2,190,197
VB01,VA03,S,1,175,197
VD03,VA03,S,2,198,197
AVAL,VA04,S,2,72,206
AVAR,VA04,S,2,73,206
AVBR,VA04,S,1,116,206
VA03,VA04,S,1,197,206
VB03,VA04,S,1,191,206
AVAL,VA05,S,3,72,212
AVAR,VA05,S,1,73,212
AVDL,VA05,S,1,140,212
AVER,VA05,S,1,92,212
VD05,VA05,S,2,211,212
AVAL,VA06,S,4,72,222
AVAR,VA06,S,3,73,222
VD06,VA06,S,1,221,222
AVBL,VA07,S,1,115,231
AVAL,VA08,S,9,72,238
AVAR,VA08,S,11,73,238
VB06,VA08,S,1,216,238
VD08,VA08,S,4,237,238
AVAL,VA09,S,7,72,252
AVAR,VA09,S,4,73,252
AVBR,VA09,S,1,116,252
PDEL,VA09,S,1,244,252
PVDR,VA09,S,1,250,252
VA08,VA09,S,1,238,252
VB08,VA09,S,9,234,252
AVBL,VA10,S,1,115,257
AVG,VA11,S,1,176,263
VA12,VA11,S,1,273,263
VD11,VA11,S,1,262,263
VD12,VA11,S,3,267,263
VB11,VA12,S,1,259,273
VD12,VA12,S,2,267,273
VD13,VA12,S,1,274,273
AVFL,VB01,S,1,161,175
FLPR,VB01,S,1,165,175
VA02,VB01,S,2,190,175
AVBL,VB02,S,1,115,160
VD02,VB02,S,3,189,160
VD03,VB02,S,2,198,160
PVCL,VB03,S,1,290,191
VA04,VB03,S,2,206,191
PVCL,VB04,S,1,290,200
PVCR,VB04,S,3,291,200
VD05,VB04,S,2,211,200
PVCL,VB05,S,1,290,207
VA06,VB05,S,2,222,207
VD06,VB05,S,2,221,207
PVCL,VB06,S,2,290,216
PVCR,VB06,S,2,291,216
VA08,VB06,S,1,238,216
PVCR,VB07,S,3,291,223
VB06,VB07,S,1,216,223
DD05,VB08,S,1,255,234
PVCL,VB08,S,1,290,234
PVCR,VB08,S,1,291,234
VA08,VB08,S,1,238,234
VA09,VB08,S,6,252,234
VB09,VB08,S,1,239,234
VB08,VB09,S,3,234,239
VD10,VB09,S,2,256,239
PVCL,VB10,S,2,290,253
PVCR,VB10,S,1,291,253
VA11,VB10,S,1,263,253
VD11,VB10,S,1,262,253
VD12,VB10,S,1,267,253
PVCL,VB11,S,1,290,259
VD12,VB11,S,1,267,259
VC02,VC01,S,4,208,201
VC03,VC01,S,2,219,201
VC04,VC01,S,1,227,201
HSNR,VC02,S,1,230,208
PVNR,VC02,S,1,300,208
VB02,VC02,S,1,160,208
VC01,VC02,S,3,201,208
VC03,VC02,S,1,219,208
AVBL,VC03,S,1,115,219
HSNR,VC03,S,1,230,219
VC01,VC03,S,1,201,219
VC02,VC03,S,4,208,219
VC04,VC03,S,4,227,219
VC05,VC03,S,1,232,219
VC05,VC04,S,1,232,227
HSNL,VC05,S,3,229,232
VC04,VC05,S,1,227,232
AS01,VD01,S,5,186,188
DA01,VD01,S,17,187,188
DA02,VD01,S,2,193,188
DB01,VD01,S,21,184,188
VA01,VD01,S,2,183,188
VA02,VD01,S,2,190,188
VB01,VD01,S,3,175,188
VC01,VD01,S,4,201,188
VC02,VD01,S,2,208,188
VC03,VD01,S,1,219,188
AS02,VD02,S,10,192,189
AS03,VD02,S,1,203,189
DA01,VD02,S,1,187,189
DA02,VD02,S,11,193,189
DB01,VD02,S,15,184,189
DD01,VD02,S,1,185,189
VA02,VD02,S,8,190,189
VA03,VD02,S,3,197,189
VB01,VD02,S,1,175,189
VB02,VD02,S,9,160,189
VC01,VD02,S,1,201,189
VC02,VD02,S,2,208,189
VC03,VD02,S,1,219,189
AS03,VD03,S,15,203,198
AVBR,VD03,S,1,116,198
DA02,VD03,S,5,193,198
DA03,VD03,S,25,205,198
DB01,VD03,S,1,184,198
DB02,VD03,S,23,173,198
DD02,VD03,S,1,202,198
VA03,VD03,S,3,197,198
VB02,VD03,S,3,160,198
VC01,VD03,S,1,201,198
VC03,VD03,S,1,219,198
AS04,VD04,S,11,210,204
DA03,VD04,S,6,205,204
DA04,VD04,S,12,214,204
DA06,VD04,S,4,248,204
DB02,VD04,S,14,173,204
DB03,VD04,S,9,194,204
DD02,VD04,S,1,202,204
HSNR,VD04,S,2,230,204
VA04,VD04,S,3,206,204
VC01,VD04,S,2,201,204
VC02,VD04,S,5,208,204
VC03,VD04,S,2,219,204
AS05,VD05,S,9,220,211
DA04,VD05,S,15,214,211
DA05,VD05,S,1,228,211
DA06,VD05,S,3,248,211
DB02,VD05,S,1,173,211
DB03,VD05,S,26,194,211
RID,VD05,S,1,55,211
VA05,VD05,S,2,212,211
VA06,VD05,S,1,222,211
VC01,VD05,S,5,201,211
VC02,VD05,S,5,208,211
VC03,VD05,S,4,219,211
AS06,VD06,S,13,224,221
DA05,VD06,S,16,228,221
DA06,VD06,S,3,248,221
DB03,VD06,S,7,194,221
DB04,VD06,S,13,209,221
PVNR,VD06,S,1,300,221
VA06,VD06,S,2,222,221
VB05,VD06,S,7,207,221
VB06,VD06,S,1,216,221
VC01,VD06,S,1,201,221
VC02,VD06,S,1,208,221
VC03,VD06,S,4,219,221
PVNR,VD07,S,1,300,226
VA07,VD07,S,9,231,226
VA08,VD07,S,5,238,226
VB06,VD07,S,8,216,226
VC03,VD07,S,5,219,226
VA08,VD08,S,5,238,237
DD05,VD09,S,1,255,247
VA09,VD09,S,10,252,247
VB08,VD09,S,10,234,247
PVDL,VD10,S,1,249,256
VB08,VD10,S,1,234,256
VB09,VD10,S,5,239,256
AVFR,VD11,S,1,162,262
PDEL,VD11,S,1,244,262
VB10,VD11,S,1,253,262
VA11,VD12,S,4,263,267
VA12,VD12,S,3,273,267
VB10,VD12,S,2,253,267
AS11,VD13,S,2,264,274
DA09,VD13,S,1,269,274
DB07,VD13,S,2,258,274
PDB,VD13,S,2,271,274
RID,VD13,S,1,55,274
VA12,VD13,S,11,273,274
ADEL,ADAL,Sp,1,170,168
ADFL,ADAL,Sp,1,67,168
AIAL,ADAL,Sp,1,109,168
ASHL,ADAL,Sp,1,89,168
PVPL,ADAL,Sp,1,272,168
PVR,ADAL,Sp,1,293,168
RMGL,ADAL,Sp,1,179,168
ADER,ADAR,Sp,1,171,169
ADFR,ADAR,Sp,1,83,169
AIAR,ADAR,Sp,1,134,169
ASHR,ADAR,Sp,2,90,169
RICL,ADAR,Sp,1,143,169
RICR,ADAR,Sp,1,150,169
RIMR,ADAR,Sp,1,144,169
RMGR,ADAR,Sp,1,180,169
URBR,ADAR,Sp,1,49,169
ADER,ADEL,Sp,2,171,170
ALA,ADEL,Sp,1,58,170
FLPL,ADEL,Sp,2,164,170
IL2L,ADEL,Sp,2,26,170
ADEL,ADER,Sp,1,170,171
AVAR,ADER,Sp,1,73,171
AVM,ADER,Sp,1,213,171
FLPL,ADER,Sp,2,164,171
FLPR,ADER,Sp,1,165,171
IL2R,ADER,Sp,1,33,171
ASHL,ADFL,Sp,3,89,67
AWBL,ADFL,Sp,8,95,67
AIYR,ADFR,Sp,1,154,83
ASHR,ADFR,Sp,2,90,83
AVHL,ADFR,Sp,3,117,83
AWAR,ADFR,Sp,3,94,83
AWBR,ADFR,Sp,3,96,83
PVPR,ADFR,Sp,1,265,83
RIH,ADFR,Sp,1,99,83
AVHR,ADLL,Sp,1,118,68
CEPVL,ADLL,Sp,1,52,68
SDQR,ADLL,Sp,1,199,68
AIAR,ADLR,Sp,2,134,84
AVHR,ADLR,Sp,2,118,84
AINR,AFDL,Sp,1,136,69
ASER,AFDL,Sp,1,112,69
AWAL,AFDL,Sp,4,93,69
AINL,AFDR,Sp,3,135,85
AINR,AFDR,Sp,1,136,85
ASER,AFDR,Sp,2,112,85
AWAR,AFDR,Sp,6,94,85
RIR,AFDR,Sp,1,124,85
ADLL,AIAL,Sp,4,68,109
AIML,AIAL,Sp,4,155,109
AINR,AIAL,Sp,2,136,109
AIZL,AIAL,Sp,3,148,109
ASEL,AIAL,Sp,3,111,109
ASER,AIAL,Sp,1,112,109
ASGL,AIAL,Sp,3,87,109
ASHL,AIAL,Sp,2,89,109
ASIR,AIAL,Sp,1,113,109
ASKL,AIAL,Sp,4,70,109
HSNL,AIAL,Sp,1,229,109
PVQL,AIAL,Sp,3,292,109
ADLR,AIAR,Sp,8,84,134
AIMR,AIAR,Sp,5,156,134
AIZR,AIAR,Sp,1,149,134
ASER,AIAR,Sp,2,112,134
ASGR,AIAR,Sp,2,88,134
ASHR,AIAR,Sp,4,90,134
ASIR,AIAR,Sp,2,113,134
ASKR,AIAR,Sp,3,71,134
AWCL,AIAR,Sp,1,97,134
AWCR,AIAR,Sp,1,98,134
PVQR,AIAR,Sp,4,280,134
ADAR,AIBL,Sp,1,169,86
ADLL,AIBL,Sp,5,68,86
AIAL,AIBL,Sp,7,109,86
AINR,AIBL,Sp,2,136,86
AIZL,AIBL,Sp,2,148,86
AIZR,AIBL,Sp,7,149,86
ASEL,AIBL,Sp,6,111,86
ASER,AIBL,Sp,2,112,86
ASGL,AIBL,Sp,3,87,86
ASHL,AIBL,Sp,3,89,86
ASKL,AIBL,Sp,2,70,86
AWCL,AIBL,Sp,1,97,86
BAGL,AIBL,Sp,1,42,86
DVC,AIBL,Sp,1,277,86
FLPL,AIBL,Sp,1,164,86
HSNR,AIBL,Sp,1,230,86
PVT,AIBL,Sp,2,266,86
RIBR,AIBL,Sp,1,122,86
RIMR,AIBL,Sp,4,144,86
SAADL,AIBL,Sp,1,103,86
SAAVL,AIBL,Sp,1,64,86
SDQR,AIBL,Sp,2,199,86
ADAL,AIBR,Sp,2,168,110
ADAR,AIBR,Sp,1,169,110
ADLL,AIBR,Sp,1,68,110
ADLR,AIBR,Sp,10,84,110
AIAR,AIBR,Sp,8,134,110
AIZL,AIBR,Sp,6,148,110
AIZR,AIBR,Sp,1,149,110
ASEL,AIBR,Sp,2,111,110
ASER,AIBR,Sp,9,112,110
ASGR,AIBR,Sp,2,88,110
ASHR,AIBR,Sp,2,90,110
ASIR,AIBR,Sp,1,113,110
AWBL,AIBR,Sp,1,95,110
AWCL,AIBR,Sp,1,97,110
AWCR,AIBR,Sp,4,98,110
DVC,AIBR,Sp,3,277,110
FLPL,AIBR,Sp,2,164,110
FLPR,AIBR,Sp,1,165,110
HSNR,AIBR,Sp,1,230,110
PVT,AIBR,Sp,4,266,110
RIBL,AIBR,Sp,2,121,110
SDQL,AIBR,Sp,1,246,110
VB01,AIBR,Sp,1,175,110
AIAL,AIML,Sp,2,109,155
ASKL,AIML,Sp,2,70,155
ASKR,AIMR,Sp,1,71,156
RMGR,AIMR,Sp,1,180,156
ASGL,AINR,Sp,1,87,136
AIBL,AIYL,Sp,1,86,157
ASEL,AIYL,Sp,5,111,157
ASER,AIYL,Sp,2,112,157
ASIL,AIYL,Sp,2,91,157
AWAL,AIYL,Sp,1,93,157
AWCL,AIYL,Sp,3,97,157
AWCR,AIYL,Sp,3,98,157
BAGR,AIYL,Sp,1,51,157
ADFR,AIYR,Sp,1,83,154
AFDR,AIYR,Sp,1,85,154
ASEL,AIYR,Sp,1,111,154
ASER,AIYR,Sp,10,112,154
AUAR,AIYR,Sp,1,139,154
AWAR,AIYR,Sp,2,94,154
AWCR,AIYR,Sp,6,98,154
ADFL,AIZL,Sp,7,67,148
AIAL,AIZL,Sp,1,109,148
AIYL,AIZL,Sp,10,157,148
ASIL,AIZL,Sp,1,91,148
AWAL,AIZL,Sp,7,93,148
AWBL,AIZL,Sp,6,95,148
DVA,AIZL,Sp,3,275,148
HSNL,AIZL,Sp,2,229,148
HSNR,AIZL,Sp,1,230,148
RIH,AIZL,Sp,4,99,148
RIR,AIZL,Sp,3,124,148
ADFR,AIZR,Sp,5,83,149
AIAR,AIZR,Sp,1,134,149
AIYR,AIZR,Sp,8,154,149
AWAR,AIZR,Sp,5,94,149
AWBR,AIZR,Sp,3,96,149
HSNL,AIZR,Sp,1,229,149
HSNR,AIZR,Sp,1,230,149
RIGL,AIZR,Sp,1,181,149
RIH,AIZR,Sp,4,99,149
RIR,AIZR,Sp,1,124,149
ADER,ALA,Sp,1,171,58
AIML,ALML,Sp,1,155,217
RIFL,ALML,Sp,2,177,217
RMGL,ALML,Sp,1,179,217
SDQL,ALML,Sp,1,246,217
BDUR,ALMR,Sp,1,196,218
RIGL,ALNL,Sp,1,181,281
RMGL,ALNL,Sp,1,179,281
SAAVL,ALNL,Sp,1,64,281
RIGR,ALNR,Sp,1,178,282
RMGR,ALNR,Sp,1,180,282
AVHR,AQR,Sp,2,118,172
DVA,AQR,Sp,3,275,172
PVCR,AQR,Sp,1,291,172
PVPL,AQR,Sp,1,272,172
PVPR,AQR,Sp,2,265,172
AVEL,AS01,Sp,1,74,186
AVER,AS01,Sp,2,92,186
AVER,AS02,Sp,2,92,192
RID,AS02,Sp,1,55,192
AVDL,AS04,Sp,1,140,210
PLMR,AS06,Sp,1,297,224
AVAL,AS10,Sp,2,72,260
AVAR,AS10,Sp,1,73,260
AVDL,AS10,Sp,1,140,260
AVAL,AS11,Sp,4,72,264
AVAR,AS11,Sp,6,73,264
AVDL,AS11,Sp,2,140,264
PDA,AS11,Sp,1,278,264
AINL,ASEL,Sp,2,135,111
AINR,ASEL,Sp,1,136,111
AIZL,ASEL,Sp,1,148,111
AWAL,ASEL,Sp,4,93,111
AWAR,ASEL,Sp,1,94,111
AWCL,ASEL,Sp,1,97,111
AWCR,ASEL,Sp,1,98,111
ADLL,ASER,Sp,2,68,112
AFDR,ASER,Sp,1,85,112
AIAL,ASER,Sp,2,109,112
AIAR,ASER,Sp,1,134,112
AIBL,ASER,Sp,1,86,112
AINR,ASER,Sp,1,136,112
AWAR,ASER,Sp,2,94,112
PVQR,ASER,Sp,1,280,112
AIAL,ASGL,Sp,1,109,87
AIML,ASGL,Sp,2,155,87
AWAL,ASGL,Sp,1,93,87
AIAR,ASGR,Sp,1,134,88
AIMR,ASGR,Sp,2,156,88
AWCR,ASGR,Sp,1,98,88
CEPVR,ASGR,Sp,1,60,88
ADLL,ASHL,Sp,2,68,89
AIAL,ASHL,Sp,1,109,89
HSNL,ASHL,Sp,1,229,89
HSNR,ASHL,Sp,2,230,89
RMGL,ASHL,Sp,1,179,89
URXL,ASHL,Sp,1,66,89
ADFR,ASHR,Sp,1,83,90
ADLR,ASHR,Sp,2,84,90
AWBR,ASHR,Sp,2,96,90
HSNL,ASHR,Sp,2,229,90
PVPR,ASHR,Sp,1,265,90
RIFR,ASHR,Sp,2,174,90
RMGR,ASHR,Sp,1,180,90
AVFR,ASJL,Sp,1,162,137
PVQL,ASJL,Sp,1,292,137
AIMR,ASJR,Sp,2,156,138
AIAL,ASKL,Sp,1,109,70
AIML,ASKL,Sp,2,155,70
ASGL,ASKL,Sp,1,87,70
ASHL,ASKL,Sp,1,89,70
ASJL,ASKL,Sp,4,137,70
AVFR,ASKL,Sp,1,162,70
HSNL,ASKL,Sp,1,229,70
PVQL,ASKL,Sp,4,292,70
AIMR,ASKR,Sp,3,156,71
ASJR,ASKR,Sp,3,138,71
PVQR,ASKR,Sp,4,280,71
ADFL,AUAL,Sp,4,67,114
DVA,AUAL,Sp,1,275,114
RIBL,AUAL,Sp,1,121,114
RIR,AUAL,Sp,1,124,114
URXL,AUAL,Sp,4,66,114
ADFR,AUAR,Sp,4,83,139
AINL,AUAR,Sp,1,135,139
AINR,AUAR,Sp,1,136,139
DVA,AUAR,Sp,1,275,139
RIH,AUAR,Sp,1,99,139
URXR,AUAR,Sp,3,82,139
ADAR,AVAL,Sp,1,169,72
ADEL,AVAL,Sp,2,170,72
ADER,AVAL,Sp,4,171,72
ADLL,AVAL,Sp,2,68,72
AIBL,AVAL,Sp,2,86,72
ALA,AVAL,Sp,1,58,72
AQR,AVAL,Sp,1,172,72
ASHL,AVAL,Sp,2,89,72
AUAL,AVAL,Sp,2,114,72
AVAR,AVAL,Sp,1,73,72
AVBL,AVAL,Sp,1,115,72
AVBR,AVAL,Sp,1,116,72
AVDL,AVAL,Sp,12,140,72
AVDR,AVAL,Sp,13,141,72
AVEL,AVAL,Sp,10,74,72
AVER,AVAL,Sp,5,92,72
AVJR,AVAL,Sp,1,120,72
AWCL,AVAL,Sp,1,97,72
BAGR,AVAL,Sp,1,51,72
BDUR,AVAL,Sp,3,196,72
DVA,AVAL,Sp,3,275,72
DVC,AVAL,Sp,5,277,72
FLPL,AVAL,Sp,10,164,72
FLPR,AVAL,Sp,10,165,72
LUAL,AVAL,Sp,5,283,72
LUAR,AVAL,Sp,3,284,72
PHBL,AVAL,Sp,9,286,72
PHBR,AVAL,Sp,7,287,72
PHCL,AVAL,Sp,1,294,72
PLMR,AVAL,Sp,3,297,72
PQR,AVAL,Sp,5,289,72
PVCL,AVAL,Sp,1,290,72
PVCR,AVAL,Sp,5,291,72
PVDL,AVAL,Sp,6,249,72
PVDR,AVAL,Sp,6,250,72
PVNL,AVAL,Sp,2,299,72
PVNR,AVAL,Sp,2,300,72
PVPL,AVAL,Sp,1,272,72
PVPR,AVAL,Sp,1,265,72
RIBL,AVAL,Sp,1,121,72
RICL,AVAL,Sp,5,143,72
RICR,AVAL,Sp,5,150,72
RIML,AVAL,Sp,1,123,72
RIMR,AVAL,Sp,2,144,72
RMGL,AVAL,Sp,1,179,72
SAADL,AVAL,Sp,6,103,72
SAAVL,AVAL,Sp,16,64,72
SDQL,AVAL,Sp,1,246,72
SDQR,AVAL,Sp,2,199,72
SMBDR,AVAL,Sp,1,153,72
URYVR,AVAL,Sp,1,50,72
ADAL,AVAR,Sp,2,168,73
ADEL,AVAR,Sp,3,170,73
ADER,AVAR,Sp,1,171,73
ADLL,AVAR,Sp,3,68,73
ADLR,AVAR,Sp,2,84,73
AIBR,AVAR,Sp,1,110,73
AQR,AVAR,Sp,2,172,73
ASHR,AVAR,Sp,4,90,73
AVAL,AVAR,Sp,2,72,73
AVBL,AVAR,Sp,2,115,73
AVBR,AVAR,Sp,2,116,73
AVDL,AVAR,Sp,17,140,73
AVDR,AVAR,Sp,14,141,73
AVEL,AVAR,Sp,3,74,73
AVER,AVAR,Sp,16,92,73
AVG,AVAR,Sp,2,176,73
AVJL,AVAR,Sp,1,119,73
AVJR,AVAR,Sp,1,120,73
BAGL,AVAR,Sp,1,42,73
DVA,AVAR,Sp,1,275,73
DVC,AVAR,Sp,7,277,73
FLPL,AVAR,Sp,17,164,73
FLPR,AVAR,Sp,5,165,73
LUAL,AVAR,Sp,5,283,73
LUAR,AVAR,Sp,7,284,73
PHBL,AVAR,Sp,6,286,73
PHBR,AVAR,Sp,7,287,73
PLMR,AVAR,Sp,1,297,73
PQR,AVAR,Sp,9,289,73
PVCL,AVAR,Sp,4,290,73
PVCR,AVAR,Sp,7,291,73
PVDL,AVAR,Sp,6,249,73
PVDR,AVAR,Sp,9,250,73
PVPL,AVAR,Sp,1,272,73
PVPR,AVAR,Sp,2,265,73
PVWR,AVAR,Sp,1,302,73
RICL,AVAR,Sp,6,143,73
RICR,AVAR,Sp,5,150,73
RMGR,AVAR,Sp,1,180,73
SAADR,AVAR,Sp,3,104,73
SAAVR,AVAR,Sp,9,80,73
SDQL,AVAR,Sp,3,246,73
SMBDL,AVAR,Sp,1,132,73
ADAL,AVBL,Sp,4,168,115
ADAR,AVBL,Sp,1,169,115
ADLL,AVBL,Sp,2,68,115
AIBL,AVBL,Sp,4,86,115
AQR,AVBL,Sp,2,172,115
ASHL,AVBL,Sp,6,89,115
AVBR,AVBL,Sp,1,116,115
AVFL,AVBL,Sp,1,161,115
AVFR,AVBL,Sp,1,162,115
AVG,AVBL,Sp,1,176,115
AVHR,AVBL,Sp,2,118,115
AVJL,AVBL,Sp,1,119,115
AVJR,AVBL,Sp,2,120,115
AVKL,AVBL,Sp,1,163,115
AVM,AVBL,Sp,6,213,115
DVA,AVBL,Sp,1,275,115
DVC,AVBL,Sp,1,277,115
FLPL,AVBL,Sp,3,164,115
FLPR,AVBL,Sp,5,165,115
PVCL,AVBL,Sp,5,290,115
PVCR,AVBL,Sp,6,291,115
PVNR,AVBL,Sp,1,300,115
PVPL,AVBL,Sp,3,272,115
PVPR,AVBL,Sp,4,265,115
PVQR,AVBL,Sp,1,280,115
PVR,AVBL,Sp,4,293,115
RIFL,AVBL,Sp,10,177,115
RIFR,AVBL,Sp,1,174,115
RIML,AVBL,Sp,2,123,115
RIMR,AVBL,Sp,2,144,115
SDQR,AVBL,Sp,4,199,115
URXL,AVBL,Sp,1,66,115
URXR,AVBL,Sp,1,82,115
ADAL,AVBR,Sp,5,168,116
ADAR,AVBR,Sp,5,169,116
AIBR,AVBR,Sp,3,110,116
AIML,AVBR,Sp,2,155,116
AQR,AVBR,Sp,4,172,116
ASHR,AVBR,Sp,3,90,116
AVAL,AVBR,Sp,1,72,116
AVBL,AVBR,Sp,1,115,116
AVFL,AVBR,Sp,2,161,116
AVFR,AVBR,Sp,2,162,116
AVHL,AVBR,Sp,1,117,116
AVHR,AVBR,Sp,1,118,116
AVJL,AVBR,Sp,4,119,116
AVJR,AVBR,Sp,1,120,116
AVM,AVBR,Sp,4,213,116
AWBR,AVBR,Sp,2,96,116
FLPL,AVBR,Sp,4,164,116
FLPR,AVBR,Sp,1,165,116
PVCL,AVBR,Sp,11,290,116
PVCR,AVBR,Sp,6,291,116
PVNR,AVBR,Sp,2,300,116
PVPL,AVBR,Sp,6,272,116
PVPR,AVBR,Sp,5,265,116
PVR,AVBR,Sp,4,293,116
RIBL,AVBR,Sp,1,121,116
RIFL,AVBR,Sp,1,177,116
RIFR,AVBR,Sp,14,174,116
RIML,AVBR,Sp,3,123,116
RIMR,AVBR,Sp,4,144,116
RMGL,AVBR,Sp,2,179,116
RMGR,AVBR,Sp,1,180,116
SDQR,AVBR,Sp,4,199,116
URBR,AVBR,Sp,1,49,116
URXR,AVBR,Sp,2,82,116
URYVL,AVBR,Sp,1,41,116
ADAL,AVDL,Sp,1,168,140
ADLL,AVDL,Sp,1,68,140
ADLR,AVDL,Sp,4,84,140
AIML,AVDL,Sp,1,155,140
AQR,AVDL,Sp,1,172,140
ASHL,AVDL,Sp,2,89,140
ASHR,AVDL,Sp,4,90,140
AVBL,AVDL,Sp,1,115,140
AVDR,AVDL,Sp,2,141,140
AVHL,AVDL,Sp,1,117,140
AVJL,AVDL,Sp,1,119,140
AVJR,AVDL,Sp,1,120,140
FLPL,AVDL,Sp,6,164,140
FLPR,AVDL,Sp,8,165,140
LUAL,AVDL,Sp,4,283,140
LUAR,AVDL,Sp,1,284,140
PHBL,AVDL,Sp,1,286,140
PHBR,AVDL,Sp,1,287,140
PQR,AVDL,Sp,7,289,140
PVCL,AVDL,Sp,5,290,140
PVCR,AVDL,Sp,5,291,140
PVNL,AVDL,Sp,3,299,140
RMGR,AVDL,Sp,1,180,140
ADER,AVDR,Sp,2,171,141
ADLL,AVDR,Sp,4,68,141
ADLR,AVDR,Sp,2,84,141
AIML,AVDR,Sp,1,155,141
AIMR,AVDR,Sp,1,156,141
ALML,AVDR,Sp,1,217,141
AQR,AVDR,Sp,1,172,141
ASHL,AVDR,Sp,2,89,141
ASHR,AVDR,Sp,1,90,141
AUAL,AVDR,Sp,1,114,141
AVAR,AVDR,Sp,2,73,141
AVBL,AVDR,Sp,2,115,141
AVER,AVDR,Sp,1,92,141
AVHR,AVDR,Sp,1,118,141
AVJR,AVDR,Sp,2,120,141
FLPL,AVDR,Sp,13,164,141
FLPR,AVDR,Sp,1,165,141
HSNL,AVDR,Sp,2,229,141
HSNR,AVDR,Sp,1,230,141
LUAL,AVDR,Sp,2,283,141
LUAR,AVDR,Sp,3,284,141
PHAL,AVDR,Sp,1,279,141
PHBR,AVDR,Sp,1,287,141
PLMR,AVDR,Sp,4,297,141
PQR,AVDR,Sp,6,289,141
PVCL,AVDR,Sp,2,290,141
PVCR,AVDR,Sp,1,291,141
PVNL,AVDR,Sp,3,299,141
PVNR,AVDR,Sp,1,300,141
PVPL,AVDR,Sp,2,272,141
PVWR,AVDR,Sp,1,302,141
RIBL,AVDR,Sp,1,121,141
ADAL,AVEL,Sp,1,168,74
ADAR,AVEL,Sp,1,169,74
ADEL,AVEL,Sp,1,170,74
AIBR,AVEL,Sp,1,110,74
AIZR,AVEL,Sp,4,149,74
ALA,AVEL,Sp,2,58,74
ALML,AVEL,Sp,1,217,74
AUAL,AVEL,Sp,3,114,74
AVAR,AVEL,Sp,2,73,74
AVG,AVEL,Sp,1,176,74
AVKL,AVEL,Sp,2,163,74
AVL,AVEL,Sp,1,142,74
BAGL,AVEL,Sp,1,42,74
BAGR,AVEL,Sp,2,51,74
CEPDR,AVEL,Sp,6,75,74
CEPVR,AVEL,Sp,4,60,74
DVA,AVEL,Sp,6,275,74
FLPR,AVEL,Sp,4,165,74
IL1R,AVEL,Sp,1,32,74
IL2L,AVEL,Sp,1,26,74
